x,y,z,qx,qy,qz,qw,roll,pitch,yaw
0.2773746425341835,0.0716268724750665,0.0,0.0,0.0,0.6509737738202878,0.7591002211817441,0.0,0.0,1.4177330646721835
0.2852628841990665,0.06540961305715232,0.0,0.0,0.0,0.6376592352568217,0.7703185702627747,0.0,0.0,1.3829114650075176
0.29074610760472147,0.05700630941514507,0.0,0.0,0.0,0.6293968482990322,0.7770840413695581,0.0,0.0,1.361553588588015
0.2924840127502537,0.04717070574887293,0.0,0.0,0.0,0.629973107540786,0.7766169479063699,0.0,0.0,1.3630371667521723
0.28835817303495226,0.038317818338109676,0.0,0.0,0.0,0.6224280089973334,0.7826770557615801,0.0,0.0,1.3436821518805795
0.2827499419404273,0.03340658807517698,0.0,0.0,0.0,0.5064723516699002,0.8622562014818803,0.0,0.0,1.062177335492683
0.29059658309918585,0.039717963790980415,0.0,0.0,0.0,0.5533929869076053,0.8329202855264596,0.0,0.0,1.1728647094434985
0.3004576220454327,0.041170197991928996,0.0,0.0,0.0,0.5284910939418538,0.8489388456326773,0.0,0.0,1.1136443548795483
0.30986503905328944,0.037762240990714104,0.0,0.0,0.0,0.5068447843709986,0.8620373336207173,0.0,0.0,1.0630413013725633
0.31742152451357414,0.031150496233830163,0.0,0.0,0.0,0.5004975160110798,0.8657379721756109,0.0,0.0,1.048346705877425
0.32265203091819744,0.022571360139680884,0.0,0.0,0.0,0.508021726349812,0.8613442549622983,0.0,0.0,1.0657730046787608
0.3250310418595801,0.012819274253663783,0.0,0.0,0.0,0.5221220304547501,0.8528707905150751,0.0,0.0,1.098674328582826
0.323372011127942,0.002979661496582459,0.0,0.0,0.0,0.5317319124824492,0.8469127305972894,0.0,0.0,1.1212884544949762
0.3167486650476585,-0.004452084952285426,0.0,0.0,0.0,0.5257662948434023,0.8506290632271157,0.0,0.0,1.1072314383972117
0.3081044968992111,-0.00964530408327857,0.0,0.0,0.0,0.47483965452968896,0.8800723279856751,0.0,0.0,0.9895636539458469
0.3122641956711275,-0.007135201460439784,0.0,0.0,0.0,0.5117649728408887,0.8591254929130927,0.0,0.0,1.0744758385163673
0.3211784499561846,-0.0024903572633889997,0.0,0.0,0.0,0.5424968322474978,0.8400578474137541,0.0,0.0,1.1468129628497497
0.3311051594280571,-0.0026174790108390365,0.0,0.0,0.0,0.5650198869711217,0.8250772856691311,0.0,0.0,1.2009147130863438
0.3396138893712056,-0.007863866570325883,0.0,0.0,0.0,0.5991553845185782,0.8006327655063804,0.0,0.0,1.2848915138168318
0.34507806338592795,-0.016241508861760574,0.0,0.0,0.0,0.6278531265585593,0.7783318389161796,0.0,0.0,1.357583663237056
0.3463869477759731,-0.026160363201635,0.0,0.0,0.0,0.6392681898778736,0.7689838629062816,0.0,0.0,1.3870924602438797
0.3436191919012721,-0.03579155780049325,0.0,0.0,0.0,0.634981682198342,0.7725271925780761,0.0,0.0,1.3759696165483728
0.3377054607095428,-0.04389229035174466,0.0,0.0,0.0,0.6169419600418241,0.7870086517566071,0.0,0.0,1.3297022154079219
0.3338817373375676,-0.05139597941837931,0.0,0.0,0.0,0.6697322537864105,0.7426026583834554,0.0,0.0,1.4676963553900377
0.33753226660074415,-0.04210371059108629,0.0,0.0,0.0,0.7138211475429065,0.7003280440768656,0.0,0.0,1.5898787462407582
